"Subject" "ActivityName" "ftAvg" "ftDomain" "ftInstrment" "ftAcceleration" "ftStatVariable" "ftJerk" "ftMagnitude" "ftAxis"
"3372" 9 "WALKING" -0.0337965256573077 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"3373" 9 "WALKING" -0.314265401346154 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"3374" 9 "WALKING" -0.367706595 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3375" 9 "WALKING" -0.399541245192308 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3376" 9 "WALKING" -0.170228340134423 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"3377" 9 "WALKING" -0.228380473480769 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"3378" 9 "WALKING" -0.419104362884615 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"3379" 9 "WALKING" -0.318801022711538 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"3380" 9 "WALKING" -0.513891953269231 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"3381" 9 "WALKING" -0.316870715576923 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3382" 9 "WALKING" -0.322337536730769 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"3383" 9 "WALKING" -0.602581618269231 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"3384" 9 "WALKING" -0.624351923653846 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"3385" 9 "WALKING" -0.513797480384615 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"3386" 9 "WALKING" -0.562714528653846 "Freq" "Gyroscope" NA "std" NA "Y" NA
"3387" 9 "WALKING" -0.383676120961538 "Freq" "Gyroscope" NA "mean" NA NA "X"
"3388" 9 "WALKING" -0.436905860576923 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"3389" 9 "WALKING" -0.240222512134615 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"3390" 9 "WALKING" -0.507404512692308 "Freq" "Gyroscope" NA "std" NA NA "X"
"3391" 9 "WALKING" -0.490990336346154 "Freq" "Gyroscope" NA "std" NA NA "Y"
"3392" 9 "WALKING" -0.342367223269231 "Freq" "Gyroscope" NA "std" NA NA "Z"
"3393" 9 "WALKING" 0.278502842115385 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"3394" 9 "WALKING" -0.0180891971284423 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"3395" 9 "WALKING" -0.110820512307692 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"3396" 9 "WALKING" -0.238353562692308 "Time" "Accelerometer" "Body" "std" NA NA "X"
"3397" 9 "WALKING" -0.201696960826923 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"3398" 9 "WALKING" -0.0579636469030769 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"3399" 9 "WALKING" 0.0704357270480769 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"3400" 9 "WALKING" 0.0212255910017308 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3401" 9 "WALKING" 0.00414762740192308 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3402" 9 "WALKING" -0.206733787961538 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"3403" 9 "WALKING" -0.276929933846154 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"3404" 9 "WALKING" -0.409764526153846 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"3405" 9 "WALKING" -0.203733615519231 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3406" 9 "WALKING" -0.317113487115385 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"3407" 9 "WALKING" -0.0980840496143462 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"3408" 9 "WALKING" -0.37942877 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"3409" 9 "WALKING" -0.0808360598653846 "Time" "Gyroscope" NA "mean" NA NA "X"
"3410" 9 "WALKING" -0.0625598710615385 "Time" "Gyroscope" NA "mean" NA NA "Y"
"3411" 9 "WALKING" 0.111629779896154 "Time" "Gyroscope" NA "mean" NA NA "Z"
"3412" 9 "WALKING" -0.476163506730769 "Time" "Gyroscope" NA "std" NA NA "X"
"3413" 9 "WALKING" -0.467054167884615 "Time" "Gyroscope" NA "std" NA NA "Y"
"3414" 9 "WALKING" -0.265683521346154 "Time" "Gyroscope" NA "std" NA NA "Z"
"3415" 9 "WALKING" -0.0809204094461538 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"3416" 9 "WALKING" -0.0356283427038462 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"3417" 9 "WALKING" -0.0633406620592308 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"3418" 9 "WALKING" -0.526985309038462 "Time" "Gyroscope" NA "std" "Y" NA "X"
"3419" 9 "WALKING" -0.549200228076923 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"3420" 9 "WALKING" -0.457881494038462 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"3421" 9 "WALKING" -0.510253995769231 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"3422" 9 "WALKING" -0.599866472692308 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"3423" 9 "WALKING" -0.294542266826923 "Time" "Gyroscope" NA "mean" NA "Y" NA
"3424" 9 "WALKING" -0.489725811538462 "Time" "Gyroscope" NA "std" NA "Y" NA
"3425" 9 "WALKING" 0.951867079615385 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"3426" 9 "WALKING" -0.0314341738730769 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"3427" 9 "WALKING" -0.115856121080385 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"3428" 9 "WALKING" -0.980971973653846 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"3429" 9 "WALKING" -0.971242423076923 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"3430" 9 "WALKING" -0.955523995576923 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"3431" 9 "WALKING" -0.0980840496143462 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"3432" 9 "WALKING" -0.37942877 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"3433" 9 "WALKING_DOWNSTAIRS" 0.103128506197619 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"3434" 9 "WALKING_DOWNSTAIRS" -0.183120455428571 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"3435" 9 "WALKING_DOWNSTAIRS" -0.103705822657857 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"3436" 9 "WALKING_DOWNSTAIRS" 0.250488758869048 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"3437" 9 "WALKING_DOWNSTAIRS" -0.273561385142857 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"3438" 9 "WALKING_DOWNSTAIRS" -0.0349494927142857 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"3439" 9 "WALKING_DOWNSTAIRS" -0.0645354342404762 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"3440" 9 "WALKING_DOWNSTAIRS" -0.313643041809524 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3441" 9 "WALKING_DOWNSTAIRS" -0.293677789595238 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3442" 9 "WALKING_DOWNSTAIRS" 0.00938224337142857 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"3443" 9 "WALKING_DOWNSTAIRS" -0.355981821428571 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"3444" 9 "WALKING_DOWNSTAIRS" -0.425377408333333 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"3445" 9 "WALKING_DOWNSTAIRS" 0.222203941 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"3446" 9 "WALKING_DOWNSTAIRS" 0.0888671674047619 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"3447" 9 "WALKING_DOWNSTAIRS" 0.00716877883571429 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3448" 9 "WALKING_DOWNSTAIRS" 0.0705526138333333 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"3449" 9 "WALKING_DOWNSTAIRS" -0.463172053809524 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"3450" 9 "WALKING_DOWNSTAIRS" -0.485158906904762 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"3451" 9 "WALKING_DOWNSTAIRS" -0.347540226666667 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"3452" 9 "WALKING_DOWNSTAIRS" -0.424170737142857 "Freq" "Gyroscope" NA "std" NA "Y" NA
"3453" 9 "WALKING_DOWNSTAIRS" -0.325042890904762 "Freq" "Gyroscope" NA "mean" NA NA "X"
"3454" 9 "WALKING_DOWNSTAIRS" -0.312512195452381 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"3455" 9 "WALKING_DOWNSTAIRS" -0.250686586719048 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"3456" 9 "WALKING_DOWNSTAIRS" -0.423558773952381 "Freq" "Gyroscope" NA "std" NA NA "X"
"3457" 9 "WALKING_DOWNSTAIRS" -0.364282565714286 "Freq" "Gyroscope" NA "std" NA NA "Y"
"3458" 9 "WALKING_DOWNSTAIRS" -0.356561471714286 "Freq" "Gyroscope" NA "std" NA NA "Z"
"3459" 9 "WALKING_DOWNSTAIRS" 0.295923445 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"3460" 9 "WALKING_DOWNSTAIRS" -0.0203994269075476 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"3461" 9 "WALKING_DOWNSTAIRS" -0.0910278793952381 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"3462" 9 "WALKING_DOWNSTAIRS" 0.213392270547619 "Time" "Accelerometer" "Body" "std" NA NA "X"
"3463" 9 "WALKING_DOWNSTAIRS" -0.208310705504762 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"3464" 9 "WALKING_DOWNSTAIRS" -0.00771530035714286 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"3465" 9 "WALKING_DOWNSTAIRS" 0.130193043809524 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"3466" 9 "WALKING_DOWNSTAIRS" -0.0206865965952381 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3467" 9 "WALKING_DOWNSTAIRS" 0.00262568854761905 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3468" 9 "WALKING_DOWNSTAIRS" 0.017623342197619 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"3469" 9 "WALKING_DOWNSTAIRS" -0.3094424725 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"3470" 9 "WALKING_DOWNSTAIRS" -0.359513362761905 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"3471" 9 "WALKING_DOWNSTAIRS" -0.16237608927619 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3472" 9 "WALKING_DOWNSTAIRS" 0.039907818552381 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"3473" 9 "WALKING_DOWNSTAIRS" 0.145886357935714 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"3474" 9 "WALKING_DOWNSTAIRS" 0.265120131365238 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"3475" 9 "WALKING_DOWNSTAIRS" -0.0916383011071429 "Time" "Gyroscope" NA "mean" NA NA "X"
"3476" 9 "WALKING_DOWNSTAIRS" -0.0712598843142857 "Time" "Gyroscope" NA "mean" NA NA "Y"
"3477" 9 "WALKING_DOWNSTAIRS" 0.116804400690476 "Time" "Gyroscope" NA "mean" NA NA "Z"
"3478" 9 "WALKING_DOWNSTAIRS" -0.396429197952381 "Time" "Gyroscope" NA "std" NA NA "X"
"3479" 9 "WALKING_DOWNSTAIRS" -0.340765233142857 "Time" "Gyroscope" NA "std" NA NA "Y"
"3480" 9 "WALKING_DOWNSTAIRS" -0.279685150191905 "Time" "Gyroscope" NA "std" NA NA "Z"
"3481" 9 "WALKING_DOWNSTAIRS" -0.0945912024476191 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"3482" 9 "WALKING_DOWNSTAIRS" -0.0597608334619048 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"3483" 9 "WALKING_DOWNSTAIRS" -0.0678080598785714 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"3484" 9 "WALKING_DOWNSTAIRS" -0.509669314047619 "Time" "Gyroscope" NA "std" "Y" NA "X"
"3485" 9 "WALKING_DOWNSTAIRS" -0.448602451190476 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"3486" 9 "WALKING_DOWNSTAIRS" -0.417239550952381 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"3487" 9 "WALKING_DOWNSTAIRS" -0.469028434047619 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"3488" 9 "WALKING_DOWNSTAIRS" -0.455855425238095 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"3489" 9 "WALKING_DOWNSTAIRS" -0.168921400633333 "Time" "Gyroscope" NA "mean" NA "Y" NA
"3490" 9 "WALKING_DOWNSTAIRS" -0.322331464761905 "Time" "Gyroscope" NA "std" NA "Y" NA
"3491" 9 "WALKING_DOWNSTAIRS" 0.938417773333333 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"3492" 9 "WALKING_DOWNSTAIRS" -0.0352304645104762 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"3493" 9 "WALKING_DOWNSTAIRS" -0.082276174942619 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"3494" 9 "WALKING_DOWNSTAIRS" -0.952141220714286 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"3495" 9 "WALKING_DOWNSTAIRS" -0.936306558809524 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"3496" 9 "WALKING_DOWNSTAIRS" -0.876641297380952 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"3497" 9 "WALKING_DOWNSTAIRS" 0.145886357935714 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"3498" 9 "WALKING_DOWNSTAIRS" 0.265120131365238 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"3499" 9 "WALKING_UPSTAIRS" -0.342735952653061 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"3500" 9 "WALKING_UPSTAIRS" -0.405022798163265 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"3501" 9 "WALKING_UPSTAIRS" -0.384710423408163 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"3502" 9 "WALKING_UPSTAIRS" -0.369815777346939 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"3503" 9 "WALKING_UPSTAIRS" -0.297641062755102 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"3504" 9 "WALKING_UPSTAIRS" -0.244081808302041 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"3505" 9 "WALKING_UPSTAIRS" -0.402044750408163 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"3506" 9 "WALKING_UPSTAIRS" -0.608498592040816 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3507" 9 "WALKING_UPSTAIRS" -0.615125710612245 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3508" 9 "WALKING_UPSTAIRS" -0.327421989591837 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"3509" 9 "WALKING_UPSTAIRS" -0.590112916530612 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"3510" 9 "WALKING_UPSTAIRS" -0.677831082857143 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"3511" 9 "WALKING_UPSTAIRS" -0.372890348979592 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"3512" 9 "WALKING_UPSTAIRS" -0.509929461428571 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"3513" 9 "WALKING_UPSTAIRS" -0.419533108571429 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3514" 9 "WALKING_UPSTAIRS" -0.484935752040816 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"3515" 9 "WALKING_UPSTAIRS" -0.734159449387755 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"3516" 9 "WALKING_UPSTAIRS" -0.787781590816327 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"3517" 9 "WALKING_UPSTAIRS" -0.531482693877551 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"3518" 9 "WALKING_UPSTAIRS" -0.456841325204082 "Freq" "Gyroscope" NA "std" NA "Y" NA
"3519" 9 "WALKING_UPSTAIRS" -0.313941631326531 "Freq" "Gyroscope" NA "mean" NA NA "X"
"3520" 9 "WALKING_UPSTAIRS" -0.499159202857143 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"3521" 9 "WALKING_UPSTAIRS" -0.327698671183673 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"3522" 9 "WALKING_UPSTAIRS" -0.361626377102041 "Freq" "Gyroscope" NA "std" NA NA "X"
"3523" 9 "WALKING_UPSTAIRS" -0.352033091612245 "Freq" "Gyroscope" NA "std" NA NA "Y"
"3524" 9 "WALKING_UPSTAIRS" -0.165554554220408 "Freq" "Gyroscope" NA "std" NA NA "Z"
"3525" 9 "WALKING_UPSTAIRS" 0.262436475714286 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"3526" 9 "WALKING_UPSTAIRS" -0.0195101099975714 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"3527" 9 "WALKING_UPSTAIRS" -0.125219003959184 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"3528" 9 "WALKING_UPSTAIRS" -0.36144437755102 "Time" "Accelerometer" "Body" "std" NA NA "X"
"3529" 9 "WALKING_UPSTAIRS" -0.302206203816327 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"3530" 9 "WALKING_UPSTAIRS" -0.253434083542857 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"3531" 9 "WALKING_UPSTAIRS" 0.0692266245755102 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"3532" 9 "WALKING_UPSTAIRS" 0.00126612218367347 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3533" 9 "WALKING_UPSTAIRS" 0.00766046602367347 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3534" 9 "WALKING_UPSTAIRS" -0.335291644693878 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"3535" 9 "WALKING_UPSTAIRS" -0.586147012244898 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"3536" 9 "WALKING_UPSTAIRS" -0.647296002040816 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"3537" 9 "WALKING_UPSTAIRS" -0.440667540204082 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3538" 9 "WALKING_UPSTAIRS" -0.445485397959184 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"3539" 9 "WALKING_UPSTAIRS" -0.260727581428571 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"3540" 9 "WALKING_UPSTAIRS" -0.400222037142857 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"3541" 9 "WALKING_UPSTAIRS" -0.16396719 "Time" "Gyroscope" NA "mean" NA NA "X"
"3542" 9 "WALKING_UPSTAIRS" -0.0412587909579592 "Time" "Gyroscope" NA "mean" NA NA "Y"
"3543" 9 "WALKING_UPSTAIRS" 0.14569462592449 "Time" "Gyroscope" NA "mean" NA NA "Z"
"3544" 9 "WALKING_UPSTAIRS" -0.343976630734694 "Time" "Gyroscope" NA "std" NA NA "X"
"3545" 9 "WALKING_UPSTAIRS" -0.400859067959184 "Time" "Gyroscope" NA "std" NA NA "Y"
"3546" 9 "WALKING_UPSTAIRS" -0.138176481058776 "Time" "Gyroscope" NA "std" NA NA "Z"
"3547" 9 "WALKING_UPSTAIRS" -0.0684689593355102 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"3548" 9 "WALKING_UPSTAIRS" -0.0302797452408163 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"3549" 9 "WALKING_UPSTAIRS" -0.0236327911183673 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"3550" 9 "WALKING_UPSTAIRS" -0.660419534285714 "Time" "Gyroscope" NA "std" "Y" NA "X"
"3551" 9 "WALKING_UPSTAIRS" -0.708604774693878 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"3552" 9 "WALKING_UPSTAIRS" -0.65711420122449 "Time" "Gyroscope" NA "std" "Y" NA "Z"
"3553" 9 "WALKING_UPSTAIRS" -0.672840561836735 "Time" "Gyroscope" NA "mean" "Y" "Y" NA
"3554" 9 "WALKING_UPSTAIRS" -0.748651255510204 "Time" "Gyroscope" NA "std" "Y" "Y" NA
"3555" 9 "WALKING_UPSTAIRS" -0.0833234490061225 "Time" "Gyroscope" NA "mean" NA "Y" NA
"3556" 9 "WALKING_UPSTAIRS" -0.425839761428571 "Time" "Gyroscope" NA "std" NA "Y" NA
"3557" 9 "WALKING_UPSTAIRS" 0.902647777755102 "Time" "Accelerometer" "Gravity" "mean" NA NA "X"
"3558" 9 "WALKING_UPSTAIRS" -0.0377947824285714 "Time" "Accelerometer" "Gravity" "mean" NA NA "Y"
"3559" 9 "WALKING_UPSTAIRS" -0.266009866857143 "Time" "Accelerometer" "Gravity" "mean" NA NA "Z"
"3560" 9 "WALKING_UPSTAIRS" -0.954383557142857 "Time" "Accelerometer" "Gravity" "std" NA NA "X"
"3561" 9 "WALKING_UPSTAIRS" -0.901317321632653 "Time" "Accelerometer" "Gravity" "std" NA NA "Y"
"3562" 9 "WALKING_UPSTAIRS" -0.89407107877551 "Time" "Accelerometer" "Gravity" "std" NA NA "Z"
"3563" 9 "WALKING_UPSTAIRS" -0.260727581428571 "Time" "Accelerometer" "Gravity" "mean" NA "Y" NA
"3564" 9 "WALKING_UPSTAIRS" -0.400222037142857 "Time" "Accelerometer" "Gravity" "std" NA "Y" NA
"3565" 10 "LAYING" -0.96918420862069 "Freq" "Accelerometer" "Body" "mean" NA NA "X"
"3566" 10 "LAYING" -0.954341849137931 "Freq" "Accelerometer" "Body" "mean" NA NA "Y"
"3567" 10 "LAYING" -0.964300845172414 "Freq" "Accelerometer" "Body" "mean" NA NA "Z"
"3568" 10 "LAYING" -0.96796803862069 "Freq" "Accelerometer" "Body" "std" NA NA "X"
"3569" 10 "LAYING" -0.946229148258621 "Freq" "Accelerometer" "Body" "std" NA NA "Y"
"3570" 10 "LAYING" -0.959813667810345 "Freq" "Accelerometer" "Body" "std" NA NA "Z"
"3571" 10 "LAYING" -0.979014668793103 "Freq" "Accelerometer" "Body" "mean" "Y" NA "X"
"3572" 10 "LAYING" -0.968039173793103 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3573" 10 "LAYING" -0.972592212931034 "Freq" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3574" 10 "LAYING" -0.978904364137931 "Freq" "Accelerometer" "Body" "std" "Y" NA "X"
"3575" 10 "LAYING" -0.968120692241379 "Freq" "Accelerometer" "Body" "std" "Y" NA "Y"
"3576" 10 "LAYING" -0.978582339137931 "Freq" "Accelerometer" "Body" "std" "Y" NA "Z"
"3577" 10 "LAYING" -0.950848109137931 "Freq" "Accelerometer" "Body" "mean" NA "Y" NA
"3578" 10 "LAYING" -0.944304974655172 "Freq" "Accelerometer" "Body" "std" NA "Y" NA
"3579" 10 "LAYING" -0.968561121551724 "Freq" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3580" 10 "LAYING" -0.965377553448276 "Freq" "Accelerometer" "Body" "std" "Y" "Y" NA
"3581" 10 "LAYING" -0.960976821551724 "Freq" "Gyroscope" NA "mean" "Y" "Y" NA
"3582" 10 "LAYING" -0.960772875517241 "Freq" "Gyroscope" NA "std" "Y" "Y" NA
"3583" 10 "LAYING" -0.937692642586207 "Freq" "Gyroscope" NA "mean" NA "Y" NA
"3584" 10 "LAYING" -0.933701315344828 "Freq" "Gyroscope" NA "std" NA "Y" NA
"3585" 10 "LAYING" -0.953793912068966 "Freq" "Gyroscope" NA "mean" NA NA "X"
"3586" 10 "LAYING" -0.954670034482759 "Freq" "Gyroscope" NA "mean" NA NA "Y"
"3587" 10 "LAYING" -0.969755777241379 "Freq" "Gyroscope" NA "mean" NA NA "Z"
"3588" 10 "LAYING" -0.96454456637931 "Freq" "Gyroscope" NA "std" NA NA "X"
"3589" 10 "LAYING" -0.953453496551724 "Freq" "Gyroscope" NA "std" NA NA "Y"
"3590" 10 "LAYING" -0.975298797068966 "Freq" "Gyroscope" NA "std" NA NA "Z"
"3591" 10 "LAYING" 0.280230574137931 "Time" "Accelerometer" "Body" "mean" NA NA "X"
"3592" 10 "LAYING" -0.024294484137931 "Time" "Accelerometer" "Body" "mean" NA NA "Y"
"3593" 10 "LAYING" -0.117168642362069 "Time" "Accelerometer" "Body" "mean" NA NA "Z"
"3594" 10 "LAYING" -0.968283685 "Time" "Accelerometer" "Body" "std" NA NA "X"
"3595" 10 "LAYING" -0.946454302068966 "Time" "Accelerometer" "Body" "std" NA NA "Y"
"3596" 10 "LAYING" -0.95947148637931 "Time" "Accelerometer" "Body" "std" NA NA "Z"
"3597" 10 "LAYING" 0.073815064487931 "Time" "Accelerometer" "Body" "mean" "Y" NA "X"
"3598" 10 "LAYING" 0.015698997097069 "Time" "Accelerometer" "Body" "mean" "Y" NA "Y"
"3599" 10 "LAYING" 0.00716689586275862 "Time" "Accelerometer" "Body" "mean" "Y" NA "Z"
"3600" 10 "LAYING" -0.978007466724138 "Time" "Accelerometer" "Body" "std" "Y" NA "X"
"3601" 10 "LAYING" -0.966930793448276 "Time" "Accelerometer" "Body" "std" "Y" NA "Y"
"3602" 10 "LAYING" -0.976256662586207 "Time" "Accelerometer" "Body" "std" "Y" NA "Z"
"3603" 10 "LAYING" -0.976234435172414 "Time" "Accelerometer" "Body" "mean" "Y" "Y" NA
"3604" 10 "LAYING" -0.967556980689655 "Time" "Accelerometer" "Body" "std" "Y" "Y" NA
"3605" 10 "LAYING" -0.956781819655172 "Time" "Accelerometer" "Body" "mean" NA "Y" NA
"3606" 10 "LAYING" -0.940301654482759 "Time" "Accelerometer" "Body" "std" NA "Y" NA
"3607" 10 "LAYING" -0.019555937162069 "Time" "Gyroscope" NA "mean" NA NA "X"
"3608" 10 "LAYING" -0.0770325657265517 "Time" "Gyroscope" NA "mean" NA NA "Y"
"3609" 10 "LAYING" 0.104720478344828 "Time" "Gyroscope" NA "mean" NA NA "Z"
"3610" 10 "LAYING" -0.961713199827586 "Time" "Gyroscope" NA "std" NA NA "X"
"3611" 10 "LAYING" -0.953660207586207 "Time" "Gyroscope" NA "std" NA NA "Y"
"3612" 10 "LAYING" -0.971940597413793 "Time" "Gyroscope" NA "std" NA NA "Z"
"3613" 10 "LAYING" -0.100308254413793 "Time" "Gyroscope" NA "mean" "Y" NA "X"
"3614" 10 "LAYING" -0.0388797920413793 "Time" "Gyroscope" NA "mean" "Y" NA "Y"
"3615" 10 "LAYING" -0.0590744912758621 "Time" "Gyroscope" NA "mean" "Y" NA "Z"
"3616" 10 "LAYING" -0.965900578103448 "Time" "Gyroscope" NA "std" "Y" NA "X"
"3617" 10 "LAYING" -0.966621040344828 "Time" "Gyroscope" NA "std" "Y" NA "Y"
"3618" 10 "LAYING" -0.983949302758621 "Time" "Gyroscope" NA "std" "Y" NA "Z"
